failed_password_attempt_count,ip_attempt_count,log_type_encoded,predicted_label,true_label
0,21156,2,1,1
0,50603,2,1,1
0,47942,2,1,1
0,23630,2,1,1
0,15437,2,1,1
0,5636,2,1,1
0,14814,2,1,1
0,42224,2,1,1
0,35473,2,1,1
0,44677,2,1,1
0,43327,2,1,1
0,5552,2,1,1
0,46451,2,1,1
1197,9,1,1,1
0,28243,2,1,1
0,46147,2,1,1
0,33760,2,1,1
0,1622,2,1,1
0,21721,2,1,1
0,58182,2,1,1
0,3578,2,1,1
0,43608,2,1,1
0,34000,2,1,1
0,34958,2,1,1
0,0,4,0,0
0,55115,2,1,1
0,35444,2,1,1
0,15055,2,1,1
0,2916,2,1,1
0,1700,2,1,1
0,52502,2,1,1
0,1862,2,1,1
0,54567,2,1,1
0,38415,2,1,1
0,18916,2,1,1
0,10557,2,1,1
0,17366,2,1,1
0,20303,2,1,1
0,11361,2,1,1
0,58263,2,1,1
0,22225,2,1,1
0,44451,2,1,1
0,33,5,1,1
0,48738,2,1,1
3072,10,1,1,1
0,42242,2,1,1
0,38314,2,1,1
0,37908,2,1,1
0,22495,2,1,1
0,0,4,0,0
0,33084,2,1,1
0,42252,2,1,1
3981,18,1,1,1
0,49681,2,1,1
0,0,7,1,0
0,744,2,1,1
0,8282,2,1,1
0,17873,2,1,1
0,177,2,1,1
0,45508,2,1,1
0,5835,2,1,1
0,46463,2,1,1
0,2085,2,1,1
0,1246,2,1,1
0,48045,2,1,1
0,36244,2,1,1
0,48293,2,1,1
0,48810,2,1,1
0,48836,2,1,1
0,39,5,1,1
0,19064,2,1,1
0,55130,2,1,1
0,29623,2,1,1
570,5,1,1,1
0,25474,2,1,1
0,42874,2,1,1
0,45189,2,1,1
0,3318,2,1,1
0,7786,2,1,1
0,23725,2,1,1
0,41065,2,1,1
0,16048,2,1,1
3162,35,1,1,1
0,39113,2,1,1
0,10853,2,1,1
0,0,4,0,0
0,49858,2,1,1
0,9983,2,1,1
0,32331,2,1,1
0,3007,2,1,1
0,20969,2,1,1
0,0,4,0,0
0,0,4,0,0
0,0,4,0,0
0,47482,2,1,1
0,39673,2,1,1
0,795,2,1,1
0,21035,2,1,1
0,3372,2,1,1
0,123,2,1,1
0,36171,2,1,1
0,43817,2,1,1
0,2525,2,1,1
0,39799,2,1,1
0,58631,2,1,1
0,29403,2,1,1
0,0,4,0,0
0,26301,2,1,1
0,29115,2,1,1
0,27662,2,1,1
0,54772,2,1,1
0,55368,2,1,1
0,20360,2,1,1
0,11766,2,1,1
0,33519,2,1,1
0,60151,2,1,1
0,60280,2,1,1
0,34170,2,1,1
0,56305,2,1,1
0,9299,2,1,1
0,27934,2,1,1
61,24,1,1,1
0,9529,2,1,1
0,52162,2,1,1
0,3011,2,1,1
0,28305,2,1,1
0,1836,2,1,1
0,29938,2,1,1
0,11041,2,1,1
0,35930,2,1,1
0,58445,2,1,1
0,34394,2,1,1
0,33893,2,1,1
0,0,4,0,0
0,9643,2,1,1
0,2205,2,1,1
0,39251,2,1,1
1379,23,1,1,1
0,44369,2,1,1
0,20232,2,1,1
0,40467,2,1,1
0,0,4,0,0
0,14381,2,1,1
0,0,4,0,0
0,33182,2,1,1
0,16713,2,1,1
0,21822,2,1,1
0,44831,2,1,1
2215,6,1,1,1
0,28918,2,1,1
0,21589,2,1,1
0,31759,2,1,1
0,15139,2,1,1
1,48,1,0,0
0,23350,2,1,1
0,5582,2,1,1
0,4967,2,1,1
0,34906,2,1,1
0,35487,2,1,1
0,8370,2,1,1
0,255,2,1,1
0,8127,2,1,1
0,31777,2,1,1
0,26195,2,1,1
0,45333,2,1,1
0,21932,2,1,1
0,17744,2,1,1
0,25872,2,1,1
0,14930,2,1,1
0,12713,2,1,1
0,0,4,0,0
0,15060,2,1,1
0,39329,2,1,1
0,43133,2,1,1
0,19477,2,1,1
0,22100,2,1,1
0,35074,2,1,1
0,38975,2,1,1
2232,6,1,1,1
176,6,1,1,1
0,0,4,0,0
0,51748,2,1,1
0,23095,2,1,1
0,19435,2,1,1
0,36917,2,1,1
0,0,4,0,0
0,4617,2,1,1
0,45106,2,1,1
0,35943,2,1,1
0,41322,2,1,1
0,41162,2,1,1
0,24793,2,1,1
0,671,2,1,1
0,10537,2,1,1
6408,15,1,1,1
0,62562,2,1,1
0,24426,2,1,1
0,39727,2,1,1
0,12773,2,1,1
0,60616,2,1,1
0,13072,2,1,1
0,49419,2,1,1
0,55243,2,1,1
0,63903,2,1,1
0,8187,2,1,1
4613,26,1,1,1
0,50829,2,1,1
0,36670,2,1,1
0,20685,2,1,1
3673,17,1,1,1
0,47365,2,1,1
0,21445,2,1,1
12,3,1,1,1
0,42539,2,1,1
0,1377,2,1,1
0,37066,2,1,1
15,20,1,1,1
0,66621,2,1,1
0,1584,2,1,1
0,42321,2,1,1
0,38123,2,1,1
0,3,5,0,0
740,7,1,1,1
0,9492,2,1,1
0,31264,2,1,1
0,15801,2,1,1
0,52714,2,1,1
0,13205,2,1,1
0,11202,2,1,1
0,33152,2,1,1
0,1837,2,1,1
0,2471,2,1,1
0,26815,2,1,1
0,25757,2,1,1
0,698,2,1,1
0,61226,2,1,1
0,5840,2,1,1
0,11249,2,1,1
0,66763,2,1,1
0,5234,2,1,1
0,16720,2,1,1
0,21533,2,1,1
0,63039,2,1,1
0,63450,2,1,1
0,55000,2,1,1
0,50299,2,1,1
0,35169,2,1,1
0,25831,2,1,1
0,3864,2,1,1
0,66277,2,1,1
0,46353,2,1,1
0,46017,2,1,1
0,44657,2,1,1
0,29847,2,1,1
0,14040,2,1,1
0,7145,2,1,1
0,48787,2,1,1
0,0,4,0,0
2,13,1,0,0
0,3484,2,1,1
0,2538,2,1,1
0,48573,2,1,1
0,39661,2,1,1
0,3559,2,1,1
0,300,2,1,1
0,55584,2,1,1
0,11661,2,1,1
0,37755,2,1,1
0,46938,2,1,1
0,53797,2,1,1
0,49787,2,1,1
0,34994,2,1,1
0,23492,2,1,1
0,62112,2,1,1
0,48184,2,1,1
0,3978,2,1,1
0,51436,2,1,1
0,35088,2,1,1
0,13381,2,1,1
0,8229,2,1,1
0,25337,2,1,1
0,63575,2,1,1
0,54027,2,1,1
4288,36,1,1,1
0,39111,2,1,1
0,29168,2,1,1
0,34376,2,1,1
0,62732,2,1,1
0,50631,2,1,1
0,36546,2,1,1
0,27871,2,1,1
0,0,4,0,0
0,0,4,0,0
0,19233,2,1,1
0,63881,2,1,1
0,39717,2,1,1
0,6496,2,1,1
0,14351,2,1,1
0,1077,2,1,1
0,42531,2,1,1
0,0,4,0,0
0,55743,2,1,1
0,62176,2,1,1
0,45335,2,1,1
0,39126,2,1,1
0,15753,2,1,1
0,13019,2,1,1
0,31531,2,1,1
0,0,4,0,0
0,30461,2,1,1
0,44977,2,1,1
6186,12,1,1,1
0,20442,2,1,1
0,781,2,1,1
0,37467,2,1,1
0,13124,2,1,1
0,44623,2,1,1
0,15124,2,1,1
0,50141,2,1,1
1,30,1,0,0
0,1919,2,1,1
0,17547,2,1,1
1683,12,1,1,1
0,29353,2,1,1
0,19543,2,1,1
0,2798,2,1,1
0,63951,2,1,1
0,4583,2,1,1
0,37602,2,1,1
0,22901,2,1,1
0,592,2,1,1
0,2507,2,1,1
0,43664,2,1,1
0,9119,2,1,1
0,761,2,1,1
0,17422,2,1,1
0,49878,2,1,1
0,39060,2,1,1
0,22920,2,1,1
0,0,4,0,0
0,7344,2,1,1
0,25006,2,1,1
0,909,2,1,1
0,36467,2,1,1
0,58724,2,1,1
0,13726,2,1,1
0,14466,2,1,1
0,45823,2,1,1
0,0,4,0,0
0,22008,2,1,1
0,13036,2,1,1
0,42731,2,1,1
0,35740,2,1,1
0,39115,2,1,1
0,40625,2,1,1
0,10943,2,1,1
0,25960,2,1,1
61,32,1,1,1
0,4284,2,1,1
1,1,1,0,0
0,48640,2,1,1
0,47759,2,1,1
0,23044,2,1,1
0,0,4,0,0
0,9801,2,1,1
0,0,4,0,0
0,0,4,0,0
0,1334,2,1,1
0,19181,2,1,1
0,0,4,0,0
0,47699,2,1,1
0,13133,2,1,1
0,58899,2,1,1
0,3143,2,1,1
0,20167,2,1,1
0,10896,2,1,1
0,54843,2,1,1
0,12089,2,1,1
1248,7,1,1,1
0,45599,2,1,1
0,32464,2,1,1
0,40490,2,1,1
0,39423,2,1,1
0,35501,2,1,1
0,48982,2,1,1
0,32814,2,1,1
0,46117,2,1,1
2900,33,1,1,1
0,2717,2,1,1
0,42340,2,1,1
51,6,1,1,1
0,22822,2,1,1
0,22293,2,1,1
0,8862,2,1,1
0,19729,2,1,1
0,22254,2,1,1
0,31959,2,1,1
0,45983,2,1,1
0,0,4,0,0
0,51403,2,1,1
0,7296,2,1,1
0,19776,2,1,1
0,40299,2,1,1
544,5,1,1,1
0,756,2,1,1
0,26233,2,1,1
0,14362,2,1,1
0,59414,2,1,1
0,5,5,1,1
0,47362,2,1,1
0,52581,2,1,1
3413,8,1,1,1
0,50301,2,1,1
0,64194,2,1,1
0,38565,2,1,1
0,0,3,0,0
3520,1,1,1,1
2968,10,1,1,1
0,50404,2,1,1
0,22304,2,1,1
0,31445,2,1,1
0,24077,2,1,1
0,17181,2,1,1
0,2475,2,1,1
0,12444,2,1,1
0,17962,2,1,1
0,12927,2,1,1
2603,15,1,1,1
0,45315,2,1,1
0,58803,2,1,1
0,1401,2,1,1
0,37160,2,1,1
1,6,1,0,0
0,15577,2,1,1
0,29368,2,1,1
0,36359,2,1,1
0,7207,2,1,1
0,0,4,0,0
0,1451,2,1,1
0,11402,2,1,1
0,1064,2,1,1
0,63967,2,1,1
0,57009,2,1,1
0,44144,2,1,1
0,0,4,0,0
0,54103,2,1,1
0,24287,2,1,1
0,37790,2,1,1
0,10669,2,1,1
0,53633,2,1,1
0,54940,2,1,1
0,11281,2,1,1
0,0,4,0,0
0,28319,2,1,1
0,63024,2,1,1
0,11922,2,1,1
0,17971,2,1,1
0,18588,2,1,1
0,22161,2,1,1
0,3275,2,1,1
0,35583,2,1,1
1,24,1,0,0
0,10858,2,1,1
0,35919,2,1,1
0,59427,2,1,1
0,46992,2,1,1
0,12313,2,1,1
4076,18,1,1,1
0,6201,2,1,1
0,25756,2,1,1
0,45161,2,1,1
0,36033,2,1,1
0,5561,2,1,1
0,16040,2,1,1
0,40404,2,1,1
0,8731,2,1,1
0,4101,2,1,1
0,0,4,0,0
0,7937,2,1,1
0,1958,2,1,1
2,7,1,0,0
0,51946,2,1,1
0,35127,2,1,1
0,5762,2,1,1
0,44321,2,1,1
0,66009,2,1,1
0,46090,2,1,1
0,64991,2,1,1
0,39463,2,1,1
0,0,4,0,0
0,37436,2,1,1
0,30718,2,1,1
0,339,2,1,1
72,1,1,1,1
0,2452,2,1,1
0,6933,2,1,1
0,37431,2,1,1
0,33788,2,1,1
0,25311,2,1,1
0,5311,2,1,1
0,37816,2,1,1
0,6581,2,1,1
0,14829,2,1,1
0,13260,2,1,1
0,30496,2,1,1
0,55134,2,1,1
0,45479,2,1,1
0,9380,2,1,1
0,49704,2,1,1
0,8347,2,1,1
0,55599,2,1,1
0,12410,2,1,1
0,267,2,1,1
0,6115,2,1,1
1059,9,1,1,1
82,24,1,1,1
0,63586,2,1,1
0,22743,2,1,1
0,2534,2,1,1
0,17968,2,1,1
0,25676,2,1,1
0,2469,2,1,1
0,40156,2,1,1
0,38528,2,1,1
0,54780,2,1,1
0,22521,2,1,1
0,8638,2,1,1
0,27610,2,1,1
392,6,1,1,1
0,0,4,0,0
0,12157,2,1,1
0,7975,2,1,1
3532,1,1,1,1
0,0,4,0,0
0,44778,2,1,1
0,51846,2,1,1
0,33048,2,1,1
0,48041,2,1,1
0,41786,2,1,1
0,47790,2,1,1
0,0,4,0,0
327,1,1,1,1
5989,8,1,1,1
0,31857,2,1,1
0,1173,2,1,1
0,16715,2,1,1
0,30759,2,1,1
0,42324,2,1,1
0,46995,2,1,1
0,42522,2,1,1
68,7,1,1,1
0,15260,2,1,1
0,0,4,0,0
0,29924,2,1,1
0,32931,2,1,1
0,5566,2,1,1
0,41119,2,1,1
0,9461,2,1,1
0,24193,2,1,1
0,45165,2,1,1
0,64524,2,1,1
0,5968,2,1,1
0,15777,2,1,1
0,58935,2,1,1
0,33201,2,1,1
0,9984,2,1,1
0,13078,2,1,1
0,1346,2,1,1
0,37463,2,1,1
0,13369,2,1,1
0,53715,2,1,1
0,13318,2,1,1
0,22676,2,1,1
0,1590,2,1,1
0,16351,2,1,1
0,2201,2,1,1
0,22330,2,1,1
0,3964,2,1,1
0,35123,2,1,1
0,24488,2,1,1
0,30590,2,1,1
0,37046,2,1,1
0,38928,2,1,1
0,8997,2,1,1
0,50552,2,1,1
1,3,1,0,0
0,12740,2,1,1
0,33763,2,1,1
0,12082,2,1,1
0,36751,2,1,1
0,47557,2,1,1
0,17183,2,1,1
0,43914,2,1,1
0,41987,2,1,1
0,2497,2,1,1
0,368,2,1,1
0,30151,2,1,1
0,50258,2,1,1
0,20,5,1,1
0,5718,2,1,1
0,31543,2,1,1
0,34211,2,1,1
0,24203,2,1,1
0,25956,2,1,1
0,47883,2,1,1
0,0,4,0,0
1,1,1,0,0
0,0,4,0,0
0,20902,2,1,1
0,49346,2,1,1
0,23361,2,1,1
0,1518,2,1,1
0,29968,2,1,1
0,0,4,0,0
0,1985,2,1,1
0,12811,2,1,1
1406,23,1,1,1
0,2415,2,1,1
29,0,1,1,1
0,2619,2,1,1
0,38921,2,1,1
0,27221,2,1,1
0,24195,2,1,1
0,13913,2,1,1
0,59987,2,1,1
4764,10,1,1,1
0,43297,2,1,1
0,61659,2,1,1
0,9964,2,1,1
0,6,5,1,1
0,26260,2,1,1
0,26267,2,1,1
0,42256,2,1,1
0,9710,2,1,1
0,33525,2,1,1
0,10577,2,1,1
0,45387,2,1,1
0,40659,2,1,1
0,16572,2,1,1
0,0,4,0,0
0,0,3,0,0
0,42511,2,1,1
5201,38,1,1,1
0,51692,2,1,1
2886,33,1,1,1
0,29776,2,1,1
0,46123,2,1,1
0,46347,2,1,1
0,40325,2,1,1
0,2830,2,1,1
0,2970,2,1,1
0,0,8,1,1
0,0,4,0,0
0,38525,2,1,1
0,6864,2,1,1
0,34306,2,1,1
0,43620,2,1,1
0,18929,2,1,1
0,4001,2,1,1
0,60165,2,1,1
0,46479,2,1,1
0,39620,2,1,1
0,47769,2,1,1
0,3544,2,1,1
0,18365,2,1,1
0,37308,2,1,1
0,15812,2,1,1
0,4,2,0,0
0,11788,2,1,1
0,3,5,0,0
0,37710,2,1,1
0,33785,2,1,1
0,14914,2,1,1
0,27347,2,1,1
0,8193,2,1,1
0,41174,2,1,1
0,11326,2,1,1
5161,38,1,1,1
0,23028,2,1,1
0,36995,2,1,1
0,10248,2,1,1
0,1731,2,1,1
0,4649,2,1,1
0,9275,2,1,1
0,30719,2,1,1
0,9992,2,1,1
0,28083,2,1,1
0,67144,2,1,1
0,1626,2,1,1
0,47144,2,1,1
0,41294,2,1,1
0,3580,2,1,1
0,58771,2,1,1
6,21,1,1,1
0,30245,2,1,1
0,52265,2,1,1
0,35011,2,1,1
0,39347,2,1,1
0,0,4,0,0
0,44346,2,1,1
0,64522,2,1,1
0,22169,2,1,1
0,28649,2,1,1
0,23546,2,1,1
0,3189,2,1,1
0,432,2,1,1
0,51956,2,1,1
0,1326,2,1,1
0,13359,2,1,1
0,40618,2,1,1
0,2032,2,1,1
0,7829,2,1,1
0,56186,2,1,1
0,20,2,1,1
0,55093,2,1,1
0,0,4,0,0
0,42169,2,1,1
0,785,2,1,1
0,13919,2,1,1
0,31956,2,1,1
0,28702,2,1,1
0,0,3,0,0
0,41280,2,1,1
0,18749,2,1,1
0,40518,2,1,1
0,22970,2,1,1
58,5,1,1,1
0,8846,2,1,1
0,59387,2,1,1
0,97,2,1,1
0,29443,2,1,1
0,0,4,0,0
0,43363,2,1,1
0,6315,2,1,1
0,24596,2,1,1
0,4076,2,1,1
0,24212,2,1,1
0,9,5,1,1
0,57945,2,1,1
0,19389,2,1,1
0,6563,2,1,1
0,29209,2,1,1
0,30016,2,1,1
0,24084,2,1,1
0,4031,2,1,1
0,55522,2,1,1
0,1955,2,1,1
0,11119,2,1,1
0,35607,2,1,1
0,56774,2,1,1
2023,2,1,1,1
0,1,5,0,0
0,27214,2,1,1
0,20222,2,1,1
0,7590,2,1,1
0,49281,2,1,1
0,65934,2,1,1
0,32530,2,1,1
6446,15,1,1,1
0,43575,2,1,1
0,12558,2,1,1
0,5117,2,1,1
0,63617,2,1,1
0,23025,2,1,1
0,32166,2,1,1
0,46121,2,1,1
0,8439,2,1,1
0,10550,2,1,1
0,9588,2,1,1
0,33213,2,1,1
0,7659,2,1,1
0,36007,2,1,1
0,14560,2,1,1
0,0,4,0,0
0,6347,2,1,1
0,25286,2,1,1
0,34222,2,1,1
0,6726,2,1,1
0,39430,2,1,1
0,61498,2,1,1
0,26700,2,1,1
0,41222,2,1,1
0,62401,2,1,1
0,15968,2,1,1
0,27095,2,1,1
0,56232,2,1,1
0,30795,2,1,1
0,29791,2,1,1
0,33611,2,1,1
0,18959,2,1,1
0,66762,2,1,1
0,0,4,0,0
1,3,1,0,0
0,10455,2,1,1
0,39243,2,1,1
0,55323,2,1,1
0,3350,2,1,1
0,21122,2,1,1
0,3286,2,1,1
0,0,4,0,0
0,29635,2,1,1
0,8368,2,1,1
0,10434,2,1,1
0,4,2,0,0
0,50951,2,1,1
0,39162,2,1,1
0,48186,2,1,1
0,40423,2,1,1
0,37120,2,1,1
0,40845,2,1,1
0,29665,2,1,1
0,8310,2,1,1
0,19362,2,1,1
0,4,5,0,0
0,52252,2,1,1
0,48156,2,1,1
0,56443,2,1,1
0,9506,2,1,1
0,3968,2,1,1
0,5225,2,1,1
0,6088,2,1,1
0,12807,2,1,1
0,3576,2,1,1
0,56183,2,1,1
0,55810,2,1,1
0,0,4,0,0
0,12130,2,1,1
0,62673,2,1,1
0,0,4,0,0
0,18188,2,1,1
0,19313,2,1,1
0,62618,2,1,1
0,40981,2,1,1
0,49696,2,1,1
0,18099,2,1,1
0,52862,2,1,1
0,22036,2,1,1
0,31799,2,1,1
0,47877,2,1,1
0,15444,2,1,1
0,63572,2,1,1
0,64760,2,1,1
0,14358,2,1,1
0,40414,2,1,1
0,62622,2,1,1
3281,35,1,1,1
0,48569,2,1,1
0,46484,2,1,1
0,60406,2,1,1
4700,26,1,1,1
0,355,2,1,1
0,43897,2,1,1
0,23390,2,1,1
0,40807,2,1,1
0,8124,2,1,1
0,31328,2,1,1
0,57330,2,1,1
0,31264,2,1,1
0,9859,2,1,1
0,1530,2,1,1
0,20720,2,1,1
0,7380,2,1,1
0,19990,2,1,1
0,45743,2,1,1
0,55949,2,1,1
4927,10,1,1,1
0,29205,2,1,1
0,40539,2,1,1
0,26989,2,1,1
0,33068,2,1,1
0,50443,2,1,1
0,24760,2,1,1
30,25,1,1,1
0,10014,2,1,1
0,2674,2,1,1
0,64262,2,1,1
0,34308,2,1,1
0,44628,2,1,1
0,32051,2,1,1
0,35294,2,1,1
0,36903,2,1,1
0,29432,2,1,1
0,31041,2,1,1
0,40036,2,1,1
0,0,3,0,0
0,24392,2,1,1
0,6159,2,1,1
0,4923,2,1,1
0,1572,2,1,1
5066,10,1,1,1
0,46906,2,1,1
0,23920,2,1,1
1,25,1,0,0
0,8654,2,1,1
0,2729,2,1,1
0,0,4,0,0
0,44632,2,1,1
0,15174,2,1,1
0,22639,2,1,1
0,49755,2,1,1
0,57401,2,1,1
0,33740,2,1,1
0,48283,2,1,1
0,8249,2,1,1
0,34442,2,1,1
0,10677,2,1,1
0,9578,2,1,1
0,26142,2,1,1
0,16054,2,1,1
0,7664,2,1,1
0,3290,2,1,1
0,28587,2,1,1
0,37424,2,1,1
0,35151,2,1,1
0,31310,2,1,1
0,56764,2,1,1
0,0,4,0,0
0,56869,2,1,1
0,18584,2,1,1
0,42584,2,1,1
0,50421,2,1,1
0,63695,2,1,1
2552,15,1,1,1
0,47960,2,1,1
0,14240,2,1,1
0,44995,2,1,1
0,39037,2,1,1
0,12126,2,1,1
0,50034,2,1,1
0,16869,2,1,1
2997,10,1,1,1
0,17754,2,1,1
3416,8,1,1,1
8,0,1,1,1
0,15818,2,1,1
0,36936,2,1,1
0,17001,2,1,1
0,8504,2,1,1
0,56035,2,1,1
0,19317,2,1,1
0,40094,2,1,1
0,27463,2,1,1
0,13607,2,1,1
0,13426,2,1,1
0,1930,2,1,1
0,48711,2,1,1
2433,14,1,1,1
0,40786,2,1,1
2443,9,1,1,1
0,26402,2,1,1
0,6345,2,1,1
1635,12,1,1,1
0,33982,2,1,1
0,7955,2,1,1
0,27083,2,1,1
0,10013,2,1,1
0,1498,2,1,1
0,6453,2,1,1
0,21093,2,1,1
0,64275,2,1,1
0,30550,2,1,1
0,83,2,1,1
0,31437,2,1,1
0,40741,2,1,1
0,46197,2,1,1
0,10324,2,1,1
0,48140,2,1,1
1,9,1,0,0
0,36095,2,1,1
0,12572,2,1,1
0,54719,2,1,1
0,1805,2,1,1
0,922,2,1,1
0,1952,2,1,1
0,7069,2,1,1
0,5047,2,1,1
0,0,4,0,0
0,34482,2,1,1
0,20316,2,1,1
0,17642,2,1,1
0,0,4,0,0
0,0,3,0,0
0,40939,2,1,1
0,8025,2,1,1
0,56823,2,1,1
0,55383,2,1,1
0,42805,2,1,1
0,39221,2,1,1
0,55721,2,1,1
0,6730,2,1,1
0,14756,2,1,1
0,22564,2,1,1
0,7525,2,1,1
0,4730,2,1,1
0,43389,2,1,1
0,3338,2,1,1
0,14775,2,1,1
5920,7,1,1,1
0,43197,2,1,1
0,1314,2,1,1
0,61262,2,1,1
0,1574,2,1,1
0,1400,2,1,1
0,2475,2,1,1
0,48557,2,1,1
0,39788,2,1,1
0,1924,2,1,1
0,47765,2,1,1
0,46901,2,1,1
0,40374,2,1,1
0,1555,2,1,1
0,0,3,0,0
0,49615,2,1,1
0,39356,2,1,1
0,50158,2,1,1
0,44879,2,1,1
0,6172,2,1,1
0,46350,2,1,1
0,41629,2,1,1
0,33375,2,1,1
0,61847,2,1,1
0,35776,2,1,1
0,49564,2,1,1
0,19492,2,1,1
0,7321,2,1,1
0,16653,2,1,1
0,45432,2,1,1
0,51842,2,1,1
0,49747,2,1,1
0,315,2,1,1
0,26405,2,1,1
0,30660,2,1,1
0,43174,2,1,1
0,13492,2,1,1
0,22453,2,1,1
0,34931,2,1,1
0,43378,2,1,1
0,0,4,0,0
0,37803,2,1,1
0,7052,2,1,1
0,12205,2,1,1
0,0,4,0,0
0,34319,2,1,1
0,2714,2,1,1
0,17784,2,1,1
0,2461,2,1,1
0,1106,2,1,1
0,751,2,1,1
0,24128,2,1,1
0,41757,2,1,1
0,2562,2,1,1
0,10439,2,1,1
0,48353,2,1,1
0,24472,2,1,1
0,58049,2,1,1
0,7194,2,1,1
0,38640,2,1,1
0,10563,2,1,1
0,403,2,1,1
0,37406,2,1,1
0,155,2,1,1
5267,38,1,1,1
0,45658,2,1,1
0,16813,2,1,1
0,2267,2,1,1
0,22485,2,1,1
0,24302,2,1,1
844,7,1,1,1
0,4970,2,1,1
0,35006,2,1,1
0,774,2,1,1
0,1916,2,1,1
0,28033,2,1,1
0,48736,2,1,1
0,48872,2,1,1
0,25225,2,1,1
0,0,4,0,0
1,15,1,0,0
0,13815,2,1,1
0,41751,2,1,1
0,48965,2,1,1
0,16829,2,1,1
0,0,4,0,0
0,36653,2,1,1
0,54458,2,1,1
0,4213,2,1,1
0,29499,2,1,1
0,51275,2,1,1
0,19088,2,1,1
4283,36,1,1,1
0,0,3,0,0
0,34793,2,1,1
0,23799,2,1,1
3391,8,1,1,1
0,13294,2,1,1
0,28131,2,1,1
0,16020,2,1,1
0,38919,2,1,1
0,30525,2,1,1
0,17375,2,1,1
0,22724,2,1,1
0,18870,2,1,1
0,40305,2,1,1
0,22928,2,1,1
0,14543,2,1,1
0,244,2,1,1
0,25855,2,1,1
0,16640,2,1,1
0,12249,2,1,1
0,0,3,0,0
0,0,4,0,0
0,38630,2,1,1
0,0,4,0,0
0,38016,2,1,1
0,36510,2,1,1
0,15066,2,1,1
0,22149,2,1,1
0,18364,2,1,1
0,5662,2,1,1
0,1664,2,1,1
0,29340,2,1,1
0,39133,2,1,1
0,27085,2,1,1
0,40033,2,1,1
0,30483,2,1,1
0,2720,2,1,1
0,21674,2,1,1
1,1,1,0,0
0,30030,2,1,1
0,59315,2,1,1
0,56057,2,1,1
0,37105,2,1,1
0,61897,2,1,1
0,23493,2,1,1
0,15130,2,1,1
0,35778,2,1,1
0,15820,2,1,1
0,27663,2,1,1
0,475,2,1,1
0,43182,2,1,1
0,31214,2,1,1
0,57614,2,1,1
0,26261,2,1,1
0,0,4,0,0
0,29525,2,1,1
0,22173,2,1,1
0,0,4,0,0
0,43129,2,1,1
0,63257,2,1,1
0,58858,2,1,1
0,48174,2,1,1
0,64220,2,1,1
0,17459,2,1,1
0,40674,2,1,1
0,1199,2,1,1
0,7092,2,1,1
0,43280,2,1,1
0,2662,2,1,1
0,33741,2,1,1
0,19954,2,1,1
0,7405,2,1,1
0,53552,2,1,1
0,2292,2,1,1
0,4993,2,1,1
0,46837,2,1,1
0,719,2,1,1
0,15886,2,1,1
0,15320,2,1,1
0,16728,2,1,1
0,35775,2,1,1
0,45193,2,1,1
0,50336,2,1,1
0,11954,2,1,1
0,2670,2,1,1
0,9693,2,1,1
0,32619,2,1,1
0,60615,2,1,1
0,8490,2,1,1
0,57746,2,1,1
0,20638,2,1,1
0,19966,2,1,1
0,13824,2,1,1
0,36639,2,1,1
0,38798,2,1,1
0,10328,2,1,1
0,14434,2,1,1
0,18037,2,1,1
0,4217,2,1,1
3332,8,1,1,1
0,38152,2,1,1
0,21471,2,1,1
0,14219,2,1,1
0,26413,2,1,1
0,7328,2,1,1
0,7587,2,1,1
0,21006,2,1,1
0,63137,2,1,1
0,62291,2,1,1
0,1715,2,1,1
0,2687,2,1,1
0,34768,2,1,1
0,43956,2,1,1
0,45409,2,1,1
0,46845,2,1,1
0,40846,2,1,1
0,10809,2,1,1
0,20174,2,1,1
0,20019,2,1,1
164,6,1,1,1
0,53826,2,1,1
0,46155,2,1,1
0,30442,2,1,1
0,35654,2,1,1
0,34461,2,1,1
0,7898,2,1,1
0,43086,2,1,1
0,63882,2,1,1
0,39554,2,1,1
0,36345,2,1,1
0,49776,2,1,1
2,0,1,0,0
0,21775,2,1,1
0,4209,2,1,1
5770,11,1,1,1
0,35466,2,1,1
0,2325,2,1,1
0,28779,2,1,1
0,57318,2,1,1
0,6753,2,1,1
0,1106,2,1,1
0,24190,2,1,1
0,7315,2,1,1
3166,35,1,1,1
0,1095,2,1,1
0,20516,2,1,1
0,0,4,0,0
0,18142,2,1,1
0,2191,2,1,1
0,30024,2,1,1
0,42678,2,1,1
3031,10,1,1,1
0,13301,2,1,1
472,0,1,1,1
0,38227,2,1,1
4969,10,1,1,1
0,6476,2,1,1
0,38628,2,1,1
0,276,2,1,1
0,6212,2,1,1
0,25371,2,1,1
0,42205,2,1,1
0,32218,2,1,1
0,4451,2,1,1
0,0,4,0,0
0,270,2,1,1
0,12292,2,1,1
0,30561,2,1,1
0,66241,2,1,1
5147,38,1,1,1
0,38416,2,1,1
0,56452,2,1,1
1889,1,1,1,1
0,46223,2,1,1
0,2429,2,1,1
0,422,2,1,1
0,15488,2,1,1
0,49331,2,1,1
0,5136,2,1,1
0,12162,2,1,1
0,38982,2,1,1
0,22,5,1,1
0,27587,2,1,1
5,57,1,1,1
0,29587,2,1,1
0,8696,2,1,1
0,5117,2,1,1
0,34522,2,1,1
0,36785,2,1,1
0,24810,2,1,1
0,0,4,0,0
0,58280,2,1,1
0,62195,2,1,1
0,46631,2,1,1
